SalesOrderID,SalesOrderDetailID,ProductID,UnitPrice,OrderQty,SalesAmount,ModifiedDate,CustomerID,City,StateProvince,CountryName
65206,89270,925,149.874,4,599.496,1/29/2014,29770,Burnaby,British Columbia,Canada
65207,89300,961,445.41,4,1781.64,1/29/2014,29563,Bradenton,Florida,United States
65209,89329,951,242.994,1,242.994,1/29/2014,29938,Cerritos,California,United States
65209,89340,925,149.874,2,299.748,1/29/2014,29938,Cerritos,California,United States
65210,89359,880,32.994,7,230.958,1/29/2014,29707,Chantilly,Virginia,United States
65213,89370,748,818.7,1,818.7,1/29/2014,29951,Saint Ouen,Loir et Cher,France
65213,89382,743,809.76,2,1619.52,1/29/2014,29951,Saint Ouen,Loir et Cher,France
65213,89383,905,218.454,3,655.362,1/29/2014,29951,Saint Ouen,Loir et Cher,France
65215,89392,798,672.294,1,672.294,1/29/2014,29651,Racine,Wisconsin,United States
65215,89395,999,323.994,2,647.988,1/29/2014,29651,Racine,Wisconsin,United States
65215,89404,799,672.294,3,2016.882,1/29/2014,29651,Racine,Wisconsin,United States
65218,89417,951,242.994,1,242.994,1/29/2014,30087,Sainte-Foy,Quebec,Canada
65220,89434,961,445.41,1,445.41,1/29/2014,29534,Saint Matthews,Kentucky,United States
65221,89457,925,149.874,2,299.748,1/29/2014,30118,Saint Louis,Missouri,United States
65221,89467,986,338.994,2,677.988,1/29/2014,30118,Saint Louis,Missouri,United States
65224,89506,925,149.874,2,299.748,1/29/2014,29922,Milton Keynes,England,United Kingdom
65226,89521,835,356.898,2,713.796,1/29/2014,30043,Saint Ouen,Loir et Cher,France
65228,89560,905,218.454,5,1092.27,1/29/2014,29552,Münster,Saarland,Germany
65232,89581,951,242.994,4,971.976,1/29/2014,30046,Mesquite,Texas,United States
65232,89593,925,149.874,5,749.37,1/29/2014,30046,Mesquite,Texas,United States
65232,89601,748,818.7,2,1637.4,1/29/2014,30046,Mesquite,Texas,United States
65234,89631,951,242.994,5,1214.97,1/29/2014,29550,Milwaukie,Oregon,United States
65234,89633,961,445.41,1,445.41,1/29/2014,29550,Milwaukie,Oregon,United States
65236,89688,798,672.294,2,1344.588,1/29/2014,29966,Melville,New York,United States
65237,89704,836,356.898,2,713.796,1/29/2014,29701,Nashua,New Hampshire,United States
65237,89707,798,672.294,3,2016.882,1/29/2014,29701,Nashua,New Hampshire,United States
65237,89715,835,356.898,2,713.796,1/29/2014,29701,Nashua,New Hampshire,United States
65238,89750,880,32.994,4,131.976,1/29/2014,29625,Montreal,Quebec,Canada
65243,89804,961,445.41,2,890.82,1/29/2014,29964,Montreal,Quebec,Canada
65245,89832,961,445.41,1,445.41,1/29/2014,29551,Mentor,Ohio,United States
65248,89879,798,672.294,2,1344.588,1/29/2014,29715,Memphis,Tennessee,United States
65248,89881,799,672.294,4,2689.176,1/29/2014,29715,Memphis,Tennessee,United States
65248,89884,999,323.994,5,1619.97,1/29/2014,29715,Memphis,Tennessee,United States
65249,89893,999,323.994,2,647.988,1/29/2014,29572,Mcdonough,Georgia,United States
65252,89947,893,602.346,2,1204.692,1/29/2014,29720,Ogden,Utah,United States
65255,89972,893,602.346,1,602.346,1/29/2014,29645,Klamath Falls,Oregon,United States
65257,90008,880,32.994,1,32.994,1/29/2014,29916,Lake George,New York,United States
65257,90020,951,242.994,2,485.988,1/29/2014,29916,Lake George,New York,United States
65258,90039,743,809.76,1,809.76,1/29/2014,29690,Park City,Utah,United States
65261,90053,961,445.41,1,445.41,1/29/2014,29877,Englewood,Colorado,United States
65263,90063,986,338.994,3,1016.982,1/29/2014,29915,Kirkland,Washington,United States
65263,90069,925,149.874,1,149.874,1/29/2014,29915,Kirkland,Washington,United States
65269,90132,986,338.994,1,338.994,1/29/2014,29834,El Segundo,California,United States
65269,90133,905,218.454,2,436.908,1/29/2014,29834,El Segundo,California,United States
65271,90153,799,672.294,3,2016.882,1/29/2014,29546,London,England,United Kingdom
65271,90158,999,323.994,5,1619.97,1/29/2014,29546,London,England,United Kingdom
65271,90171,997,323.994,5,1619.97,1/29/2014,29546,London,England,United Kingdom
65271,90172,798,672.294,4,2689.176,1/29/2014,29546,London,England,United Kingdom
65273,90174,925,149.874,1,149.874,1/29/2014,29628,Lavender Bay,New South Wales,Australia
65273,90192,951,242.994,3,728.982,1/29/2014,29628,Lavender Bay,New South Wales,Australia
65281,90269,893,602.346,1,602.346,1/29/2014,29738,Denby,South Dakota,United States
65302,90356,880,32.994,2,65.988,1/29/2014,29581,East Haven,Connecticut,United States
65303,90369,905,218.454,1,218.454,1/29/2014,29929,Fullerton,California,United States
65306,90412,743,809.76,2,1619.52,1/29/2014,29702,Garland,Texas,United States
65306,90414,748,818.7,1,818.7,1/29/2014,29702,Garland,Texas,United States
65306,90418,905,218.454,2,436.908,1/29/2014,29702,Garland,Texas,United States
65307,90421,999,323.994,3,971.982,1/29/2014,29815,Fremont,California,United States
65310,90439,999,323.994,1,323.994,1/29/2014,29637,Irving,Texas,United States
65311,90456,951,242.994,1,242.994,1/29/2014,29492,Kansas City,Missouri,United States
65311,90480,905,218.454,2,436.908,1/29/2014,29492,Kansas City,Missouri,United States
65315,90536,743,809.76,3,2429.28,1/29/2014,29956,Irving,Texas,United States
65319,90556,743,809.76,5,4048.8,1/29/2014,30050,London,England,United Kingdom
65319,90565,905,218.454,4,873.816,1/29/2014,30050,London,England,United Kingdom
65319,90566,925,149.874,5,749.37,1/29/2014,30050,London,England,United Kingdom
67260,95308,986,338.994,2,677.988,3/1/2014,29825,Austell,Georgia,United States
67260,95313,748,818.7,1,818.7,3/1/2014,29825,Austell,Georgia,United States
67260,95318,905,218.454,2,436.908,3/1/2014,29825,Austell,Georgia,United States
67262,95379,999,323.994,1,323.994,3/1/2014,30039,Tuscola,Illinois,United States
67263,95402,743,809.76,2,1619.52,3/1/2014,30065,Stamford,Connecticut,United States
67263,95411,992,323.994,1,323.994,3/1/2014,30065,Stamford,Connecticut,United States
67263,95414,986,338.994,1,338.994,3/1/2014,30065,Stamford,Connecticut,United States
67266,95435,748,818.7,1,818.7,3/1/2014,29580,Seattle,Washington,United States
67266,95450,925,149.874,5,749.37,3/1/2014,29580,Seattle,Washington,United States
67266,95454,743,809.76,2,1619.52,3/1/2014,29580,Seattle,Washington,United States
67266,95459,986,338.994,4,1355.976,3/1/2014,29580,Seattle,Washington,United States
67268,95481,722,202.332,2,404.664,3/1/2014,29692,Saint John,Brunswick,Canada
67268,95491,836,356.898,1,356.898,3/1/2014,29692,Saint John,Brunswick,Canada
67268,95493,999,323.994,5,1619.97,3/1/2014,29692,Saint John,Brunswick,Canada
67270,95528,798,672.294,1,672.294,3/1/2014,29614,Richmond,British Columbia,Canada
67270,95529,799,672.294,2,1344.588,3/1/2014,29614,Richmond,British Columbia,Canada
67270,95534,722,202.332,1,202.332,3/1/2014,29614,Richmond,British Columbia,Canada
67270,95535,835,356.898,3,1070.694,3/1/2014,29614,Richmond,British Columbia,Canada
67270,95536,836,356.898,4,1427.592,3/1/2014,29614,Richmond,British Columbia,Canada
67271,95553,999,323.994,2,647.988,3/1/2014,29844,Plaistow,New Hampshire,United States
67271,95577,799,672.294,1,672.294,3/1/2014,29844,Plaistow,New Hampshire,United States
67272,95581,748,818.7,2,1637.4,3/1/2014,30067,Pnot-Rouge,Quebec,Canada
67272,95592,992,323.994,3,971.982,3/1/2014,30067,Pnot-Rouge,Quebec,Canada
67272,95607,743,809.76,1,809.76,3/1/2014,30067,Pnot-Rouge,Quebec,Canada
67273,95624,951,242.994,2,485.988,3/1/2014,29744,Phoenix,Arizona,United States
67273,95649,748,818.7,1,818.7,3/1/2014,29744,Phoenix,Arizona,United States
67273,95655,905,218.454,3,655.362,3/1/2014,29744,Phoenix,Arizona,United States
67273,95656,743,809.76,3,2429.28,3/1/2014,29744,Phoenix,Arizona,United States
67273,95665,880,32.994,6,197.964,3/1/2014,29744,Phoenix,Arizona,United States
67274,95673,743,809.76,2,1619.52,3/1/2014,29605,Phoenix,Arizona,United States
67274,95682,992,323.994,2,647.988,3/1/2014,29605,Phoenix,Arizona,United States
67274,95685,986,338.994,2,677.988,3/1/2014,29605,Phoenix,Arizona,United States
67274,95688,748,818.7,1,818.7,3/1/2014,29605,Phoenix,Arizona,United States
67276,95700,743,809.76,3,2429.28,3/1/2014,29909,Paris,Seine (Paris),France
67276,95719,880,32.994,4,131.976,3/1/2014,29909,Paris,Seine (Paris),France
67276,95726,992,323.994,2,647.988,3/1/2014,29909,Paris,Seine (Paris),France
67276,95735,905,218.454,3,655.362,3/1/2014,29909,Paris,Seine (Paris),France
67277,95748,925,149.874,1,149.874,3/1/2014,30075,Orlando,Florida,United States
67280,95871,997,323.994,3,971.982,3/1/2014,29827,Odessa,Missouri,United States
67280,95877,799,672.294,7,4706.058,3/1/2014,29827,Odessa,Missouri,United States
67282,95902,961,445.41,1,445.41,3/1/2014,29820,New Haven,Connecticut,United States
67282,95910,951,242.994,1,242.994,3/1/2014,29820,New Haven,Connecticut,United States
67284,95924,905,218.454,4,873.816,3/1/2014,29647,Nashua,New Hampshire,United States
67284,95939,743,809.76,2,1619.52,3/1/2014,29647,Nashua,New Hampshire,United States
67284,95941,986,338.994,3,1016.982,3/1/2014,29647,Nashua,New Hampshire,United States
67287,95970,798,672.294,5,3361.47,3/1/2014,29489,Modesto,California,United States
67287,95980,997,323.994,1,323.994,3/1/2014,29489,Modesto,California,United States
67287,95982,835,356.898,4,1427.592,3/1/2014,29489,Modesto,California,United States
67287,95985,799,672.294,4,2689.176,3/1/2014,29489,Modesto,California,United States
67288,96021,999,323.994,1,323.994,3/1/2014,29761,Mississauga,Ontario,Canada
67289,96058,992,323.994,1,323.994,3/1/2014,29941,Milton Keynes,England,United Kingdom
67289,96066,951,242.994,1,242.994,3/1/2014,29941,Milton Keynes,England,United Kingdom
67289,96071,925,149.874,2,299.748,3/1/2014,29941,Milton Keynes,England,United Kingdom
67289,96074,743,809.76,2,1619.52,3/1/2014,29941,Milton Keynes,England,United Kingdom
67290,96098,999,323.994,4,1295.976,3/1/2014,29805,Milpitas,California,United States
67292,96107,799,672.294,4,2689.176,3/1/2014,29772,Austin,Texas,United States
67292,96114,835,356.898,1,356.898,3/1/2014,29772,Austin,Texas,United States
67292,96119,798,672.294,4,2689.176,3/1/2014,29772,Austin,Texas,United States
67294,96150,722,202.332,3,606.996,3/1/2014,29689,Bellingham,Washington,United States
67294,96153,880,31.8942,12,375.075792,3/1/2014,29689,Bellingham,Washington,United States
67294,96159,999,323.994,4,1295.976,3/1/2014,29689,Bellingham,Washington,United States
67294,96164,836,356.898,5,1784.49,3/1/2014,29689,Bellingham,Washington,United States
67295,96191,743,809.76,4,3239.04,3/1/2014,30000,Brossard,Quebec,Canada
67295,96206,951,242.994,3,728.982,3/1/2014,30000,Brossard,Quebec,Canada
67295,96209,748,818.7,2,1637.4,3/1/2014,30000,Brossard,Quebec,Canada
67297,96212,925,149.874,4,599.496,3/1/2014,29497,Casper,Wyoming,United States
67298,96270,893,602.346,3,1807.038,3/1/2014,29987,Chandler,Arizona,United States
67302,96278,992,323.994,3,971.982,3/1/2014,29734,Toronto,Ontario,Canada
67302,96279,986,338.994,1,338.994,3/1/2014,29734,Toronto,Ontario,Canada
67302,96287,748,818.7,5,4093.5,3/1/2014,29734,Toronto,Ontario,Canada
67302,96291,925,149.874,2,299.748,3/1/2014,29734,Toronto,Ontario,Canada
67304,96327,722,202.332,4,809.328,3/1/2014,29994,Toronto,Ontario,Canada
67304,96328,835,356.898,6,2141.388,3/1/2014,29994,Toronto,Ontario,Canada
67304,96335,999,323.994,5,1619.97,3/1/2014,29994,Toronto,Ontario,Canada
67304,96336,836,356.898,4,1427.592,3/1/2014,29994,Toronto,Ontario,Canada
67305,96356,893,602.346,3,1807.038,3/1/2014,29641,Sand City,California,United States
67309,96406,999,323.994,6,1943.964,3/1/2014,29867,Puyallup,Washington,United States
67314,96438,743,809.76,2,1619.52,3/1/2014,29658,Daleville,Indiana,United States
67314,96469,905,218.454,2,436.908,3/1/2014,29658,Daleville,Indiana,United States
67315,96484,999,323.994,2,647.988,3/1/2014,29981,Kelso,Washington,United States
67316,96500,992,323.994,5,1619.97,3/1/2014,30048,Edmonton,Alberta,Canada
67316,96515,951,242.994,3,728.982,3/1/2014,30048,Edmonton,Alberta,Canada
67316,96548,880,32.994,4,131.976,3/1/2014,30048,Edmonton,Alberta,Canada
67320,96581,798,672.294,4,2689.176,3/1/2014,29646,Garland,Texas,United States
67320,96594,835,356.898,4,1427.592,3/1/2014,29646,Garland,Texas,United States
67320,96600,722,202.332,5,1011.66,3/1/2014,29646,Garland,Texas,United States
67322,96646,961,445.41,1,445.41,3/1/2014,30070,Idaho Falls,Idaho,United States
67322,96650,951,242.994,1,242.994,3/1/2014,30070,Idaho Falls,Idaho,United States
67324,96674,880,31.8942,13,406.332108,3/1/2014,29589,Frankfurt am Main,Hamburg,Germany
67325,96714,836,356.898,2,713.796,3/1/2014,29992,Las Cruces,New Mexico,United States
67325,96719,999,323.994,7,2267.958,3/1/2014,29992,Las Cruces,New Mexico,United States
67325,96738,835,356.898,1,356.898,3/1/2014,29992,Las Cruces,New Mexico,United States
67327,96749,835,356.898,3,1070.694,3/1/2014,30109,Howell,Michigan,United States
67327,96779,798,672.294,2,1344.588,3/1/2014,30109,Howell,Michigan,United States
67332,96824,999,323.994,2,647.988,3/1/2014,29533,Holland,Michigan,United States
67333,96830,999,323.994,1,323.994,3/1/2014,29894,Eilenburg,Brandenburg,Germany
67333,96833,799,672.294,5,3361.47,3/1/2014,29894,Eilenburg,Brandenburg,Germany
67333,96842,798,672.294,2,1344.588,3/1/2014,29894,Eilenburg,Brandenburg,Germany
67339,96874,999,323.994,5,1619.97,3/1/2014,29795,Colombes,Hauts de Seine,France
67343,96940,799,672.294,4,2689.176,3/1/2014,29587,London,England,United Kingdom
67343,96949,999,323.994,3,971.982,3/1/2014,29587,London,England,United Kingdom
67343,96963,798,672.294,2,1344.588,3/1/2014,29587,London,England,United Kingdom
67347,97011,999,323.994,4,1295.976,3/1/2014,29783,Longmont,Colorado,United States
67348,97026,986,338.994,1,338.994,3/1/2014,29500,Miami,Florida,United States
67348,97047,905,218.454,1,218.454,3/1/2014,29500,Miami,Florida,United States
67348,97052,743,809.76,1,809.76,3/1/2014,29500,Miami,Florida,United States
67349,97059,798,672.294,2,1344.588,3/1/2014,29704,Miami,Florida,United States
67349,97071,836,356.898,3,1070.694,3/1/2014,29704,Miami,Florida,United States
67349,97075,999,323.994,4,1295.976,3/1/2014,29704,Miami,Florida,United States
67349,97079,722,202.332,3,606.996,3/1/2014,29704,Miami,Florida,United States
69393,102230,748,818.7,4,3274.8,3/31/2014,29955,Zeeland,Michigan,United States
69393,102237,743,809.76,1,809.76,3/31/2014,29955,Zeeland,Michigan,United States
69394,102264,835,356.898,3,1070.694,3/31/2014,29888,Winston-Salem,North Carolina,United States
69397,102286,961,445.41,1,445.41,3/31/2014,29928,Toronto,Ontario,Canada
69397,102304,951,242.994,2,485.988,3/31/2014,29928,Toronto,Ontario,Canada
69399,102343,951,242.994,2,485.988,3/31/2014,30093,Toronto,Ontario,Canada
69400,102359,999,323.994,2,647.988,3/31/2014,29677,Toronto,Ontario,Canada
69401,102379,999,323.994,2,647.988,3/31/2014,29627,Toronto,Ontario,Canada
69401,102383,836,356.898,3,1070.694,3/31/2014,29627,Toronto,Ontario,Canada
69406,102440,880,32.994,3,98.982,3/31/2014,29907,Sequim,Washington,United States
69408,102459,905,218.454,5,1092.27,3/31/2014,29997,Seattle,Washington,United States
69408,102461,986,112.998,1,67.7988,3/31/2014,29997,Seattle,Washington,United States
69408,102474,925,149.874,5,749.37,3/31/2014,29997,Seattle,Washington,United States
69408,102490,951,242.994,9,2186.946,3/31/2014,29997,Seattle,Washington,United States
69411,102537,999,323.994,1,323.994,3/31/2014,29598,San Diego,California,United States
69412,102548,798,672.294,3,2016.882,3/31/2014,30117,San Antonio,Texas,United States
69412,102557,799,672.294,3,2016.882,3/31/2014,30117,San Antonio,Texas,United States
69412,102561,835,356.898,4,1427.592,3/31/2014,30117,San Antonio,Texas,United States
69412,102568,999,323.994,3,971.982,3/31/2014,30117,San Antonio,Texas,United States
69413,102587,925,149.874,1,149.874,3/31/2014,29935,Salt Lake City,Utah,United States
69413,102607,992,323.994,1,323.994,3/31/2014,29935,Salt Lake City,Utah,United States
69414,102623,893,602.346,3,1807.038,3/31/2014,29524,Saint Ann,Missouri,United States
69417,102663,997,323.994,1,323.994,3/31/2014,30094,Sacramento,California,United States
69417,102672,798,672.294,1,672.294,3/31/2014,30094,Sacramento,California,United States
69418,102676,992,323.994,2,647.988,3/31/2014,30055,Saint Louis,Missouri,United States
69418,102698,951,242.994,1,242.994,3/31/2014,30055,Saint Louis,Missouri,United States
69418,102700,905,218.454,1,218.454,3/31/2014,30055,Saint Louis,Missouri,United States
69425,102805,836,356.898,1,356.898,3/31/2014,30076,Parker,Colorado,United States
69426,102811,798,672.294,7,4706.058,3/31/2014,30103,Paris,Seine (Paris),France
69426,102819,836,356.898,4,1427.592,3/31/2014,30103,Paris,Seine (Paris),France
69426,102821,722,202.332,4,809.328,3/31/2014,30103,Paris,Seine (Paris),France
69426,102831,999,323.994,5,1619.97,3/31/2014,30103,Paris,Seine (Paris),France
69426,102844,835,356.898,3,1070.694,3/31/2014,30103,Paris,Seine (Paris),France
69426,102851,880,31.8942,11,343.819476,3/31/2014,30103,Paris,Seine (Paris),France
69429,102866,997,323.994,1,323.994,3/31/2014,29899,Paris,Seine (Paris),France
69429,102873,835,356.898,4,1427.592,3/31/2014,29899,Paris,Seine (Paris),France
69437,102956,951,242.994,4,971.976,3/31/2014,29712,Orleans,Loiret,France
69437,102969,992,323.994,1,323.994,3/31/2014,29712,Orleans,Loiret,France
69437,102999,743,809.76,6,4858.56,3/31/2014,29712,Orleans,Loiret,France
69441,103021,799,672.294,3,2016.882,3/31/2014,29919,Newark,California,United States
69441,103036,798,672.294,5,3361.47,3/31/2014,29919,Newark,California,United States
69442,103066,951,242.994,4,971.976,3/31/2014,29996,New Hartford,New York,United States
69442,103077,743,809.76,1,809.76,3/31/2014,29996,New Hartford,New York,United States
69442,103086,880,32.994,7,230.958,3/31/2014,29996,New Hartford,New York,United States
69444,103121,951,242.994,1,242.994,3/31/2014,29725,München,Nordrhein-Westfalen,Germany
69444,103127,748,818.7,3,2456.1,3/31/2014,29725,München,Nordrhein-Westfalen,Germany
69444,103130,986,112.998,1,67.7988,3/31/2014,29725,München,Nordrhein-Westfalen,Germany
69444,103146,925,149.874,3,449.622,3/31/2014,29725,München,Nordrhein-Westfalen,Germany
69445,103162,999,323.994,1,323.994,3/31/2014,29586,Muehlheim,Hamburg,Germany
69447,103183,951,242.994,2,485.988,3/31/2014,30101,Morangis,Essonne,France
69447,103185,905,218.454,2,436.908,3/31/2014,30101,Morangis,Essonne,France
69448,103214,836,356.898,1,356.898,3/31/2014,29789,Montreal,Quebec,Canada
69448,103215,999,323.994,5,1619.97,3/31/2014,29789,Montreal,Quebec,Canada
69449,103228,893,602.346,2,1204.692,3/31/2014,30059,Milsons Point,New South Wales,Australia
69450,103250,722,202.332,2,404.664,3/31/2014,29724,Milford,Connecticut,United States
69450,103260,999,323.994,1,323.994,3/31/2014,29724,Milford,Connecticut,United States
69450,103267,835,356.898,1,356.898,3/31/2014,29724,Milford,Connecticut,United States
69451,103279,961,445.41,2,890.82,3/31/2014,29561,Miami,Florida,United States
69454,103337,961,445.41,5,2227.05,3/31/2014,29995,Bad Soden,Hessen,Germany
69456,103361,748,818.7,1,818.7,3/31/2014,29904,Berkshire,England,United Kingdom
69456,103363,925,149.874,1,149.874,3/31/2014,29904,Berkshire,England,United Kingdom
69456,103367,743,809.76,1,809.76,3/31/2014,29904,Berkshire,England,United Kingdom
69456,103386,992,323.994,2,647.988,3/31/2014,29904,Berkshire,England,United Kingdom
69456,103393,986,112.998,1,67.7988,3/31/2014,29904,Berkshire,England,United Kingdom
69460,103410,835,356.898,3,1070.694,3/31/2014,29601,Brampton,Ontario,Canada
69460,103416,999,323.994,4,1295.976,3/31/2014,29601,Brampton,Ontario,Canada
69461,103427,880,32.994,1,32.994,3/31/2014,29618,Bracknell,England,United Kingdom
69461,103429,798,672.294,1,672.294,3/31/2014,29618,Bracknell,England,United Kingdom
69461,103443,835,356.898,3,1070.694,3/31/2014,29618,Bracknell,England,United Kingdom
69461,103445,999,323.994,3,971.982,3/31/2014,29618,Bracknell,England,United Kingdom
69464,103492,743,809.76,3,2429.28,3/31/2014,29786,Cergy,Val d'Oise,France
69464,103504,905,218.454,2,436.908,3/31/2014,29786,Cergy,Val d'Oise,France
69464,103509,880,32.994,7,230.958,3/31/2014,29786,Cergy,Val d'Oise,France
69465,103536,799,672.294,1,672.294,3/31/2014,29817,Charlotte,North Carolina,United States
69465,103547,999,323.994,2,647.988,3/31/2014,29817,Charlotte,North Carolina,United States
69465,103548,880,32.994,2,65.988,3/31/2014,29817,Charlotte,North Carolina,United States
69466,103576,880,32.994,4,131.976,3/31/2014,29716,Carson,California,United States
69468,103624,992,323.994,2,647.988,3/31/2014,29593,Chicago,Illinois,United States
69471,103659,992,323.994,6,1943.964,3/31/2014,29818,Tooele,Utah,United States
69471,103661,925,149.874,1,149.874,3/31/2014,29818,Tooele,Utah,United States
69471,103670,743,809.76,4,3239.04,3/31/2014,29818,Tooele,Utah,United States
69475,103708,880,32.994,10,329.94,3/31/2014,29643,Spokane,Washington,United States
69475,103729,893,602.346,1,602.346,3/31/2014,29643,Spokane,Washington,United States
69476,103740,905,218.454,2,436.908,3/31/2014,29828,Valley Stream,New York,United States
69478,103751,798,672.294,2,1344.588,3/31/2014,29895,Ville De'anjou,Quebec,Canada
69478,103759,835,356.898,3,1070.694,3/31/2014,29895,Ville De'anjou,Quebec,Canada
69479,103788,997,323.994,1,323.994,3/31/2014,29911,Toronto,Ontario,Canada
69479,103791,799,672.294,2,1344.588,3/31/2014,29911,Toronto,Ontario,Canada
69479,103805,880,32.994,6,197.964,3/31/2014,29911,Toronto,Ontario,Canada
69479,103810,798,672.294,2,1344.588,3/31/2014,29911,Toronto,Ontario,Canada
69481,103831,836,356.898,1,356.898,3/31/2014,29509,Tilton,New Hampshire,United States
69485,103854,992,323.994,1,323.994,3/31/2014,29945,Sarasota,Florida,United States
69486,103859,999,323.994,1,323.994,3/31/2014,29764,San Antonio,Texas,United States
69495,103889,836,356.898,2,713.796,3/31/2014,29569,North Sioux City,South Dakota,United States
69501,103929,905,218.454,3,655.362,3/31/2014,29792,Humble,Texas,United States
69503,103948,997,323.994,4,1295.976,3/31/2014,29924,Greeley,Colorado,United States
69503,103953,880,32.994,3,98.982,3/31/2014,29924,Greeley,Colorado,United States
69503,103981,999,323.994,5,1619.97,3/31/2014,29924,Greeley,Colorado,United States
69505,103991,905,218.454,1,218.454,3/31/2014,29901,Gilroy,California,United States
69505,103992,743,809.76,2,1619.52,3/31/2014,29901,Gilroy,California,United States
69505,103999,925,149.874,1,149.874,3/31/2014,29901,Gilroy,California,United States
69508,104047,999,323.994,6,1943.964,3/31/2014,29617,Lacey,Washington,United States
69509,104078,951,242.994,2,485.988,3/31/2014,30063,El Segundo,California,United States
69511,104098,961,445.41,2,890.82,3/31/2014,29609,Grevenbroich,Bayern,Germany
69513,104142,836,356.898,1,356.898,3/31/2014,29963,La Vergne,Tennessee,United States
69518,104196,925,149.874,1,149.874,3/31/2014,29968,Greensboro,North Carolina,United States
69518,104208,748,818.7,3,2456.1,3/31/2014,29968,Greensboro,North Carolina,United States
69520,104241,905,218.454,1,218.454,3/31/2014,29910,Edmonton,Alberta,Canada
69520,104244,880,32.994,7,230.958,3/31/2014,29910,Edmonton,Alberta,Canada
69521,104269,961,445.41,6,2672.46,3/31/2014,29727,Hillsboro,Oregon,United States
69521,104275,893,602.346,1,602.346,3/31/2014,29727,Hillsboro,Oregon,United States
69522,104298,999,323.994,3,971.982,3/31/2014,29705,Etobicoke,Ontario,Canada
69522,104308,880,31.8942,11,343.819476,3/31/2014,29705,Etobicoke,Ontario,Canada
69522,104311,798,672.294,3,2016.882,3/31/2014,29705,Etobicoke,Ontario,Canada
69525,104344,798,672.294,1,672.294,3/31/2014,30112,Ellensburg,Washington,United States
69525,104349,997,323.994,1,323.994,3/31/2014,30112,Ellensburg,Washington,United States
69527,104393,999,323.994,5,1619.97,3/31/2014,29560,Escondido,California,United States
69527,104398,835,356.898,1,356.898,3/31/2014,29560,Escondido,California,United States
69528,104406,925,149.874,2,299.748,3/31/2014,29523,Houston,Texas,United States
69528,104408,905,218.454,1,218.454,3/31/2014,29523,Houston,Texas,United States
69528,104424,986,112.998,4,271.1952,3/31/2014,29523,Houston,Texas,United States
69528,104426,748,818.7,1,818.7,3/31/2014,29523,Houston,Texas,United States
69528,104445,880,32.994,6,197.964,3/31/2014,29523,Houston,Texas,United States
